"5127","غازیان"
"5131","فتح الله قوشبیگیحاجی حسن"
"5132","في حي النقا بزقاق الشاطر"
"5133","قاسم شیخ"
"5134","قافلان"
"5135","قره کمالقرا کمال"
"5138","قلته کیانقلتیگیان"
"5139","قهر شفیع"
"5142","عبد الله قوچقار"
"5143","قوش مدرسه"
"5146","کاسه کران"
"5149","کاکله خورد"
"5152","کاکله کلان"
"5153","کاوکشان"
"5155","کرباس"
"5156","کوکلتاش"
"5159","کیموختکران"
"5162","مادرخان لب رود"
"5163","محمد علی حاجی"
"5165","مخدوم اعظم"
"5166","مسجد بلند"
"5167","ملا پیروی"
"5168","ملا شاه"
"5169","ملا شمس الدین محمد"
"5170","مهتر اوراک"
"5171","مهتر شفیعحوض رشید"
"5172","مهتر عارف"
"5173","مهتر عنبر"
"5176","مولانا شریف"
"5183","میر دوستوم"
"5184","میر طهور دیوان"
"5187","میر مسعود"
"5188","میرجان کیلدیحمام کپه"
"5191","میرزا عبیدچهار کاروانسرای"
"5192","میرزا عبید الله"
"5193","میرطبیب"
"5194","میرگان"
"5197","ندرویس"
"5198","نقیب"
"5200","نورآباد"
"5201","والده خان بشیر"
"5202","یلنکی باقیجان قوشبیگی"
"212",""
"213","چهار ولایت"
"214","خراسان"
"215","ابیورد"
"216","میرزا خانۀ قوشبیگی"
"217","توقسابه خانه"
"218","ایلچی خانه"
"219","قرغان تپه"
"220",""
"221","آلتی شهر"
"222","شىنجاڭ‎"
"223",""
"224","تومشوقتۇمشۇق"
"225","آق سرای"
"226",""
"227",""
"228",""
"229",""
"230",""
"231",""
"232",""
"233","ده یک"
"234","شنبه"
"235",""
"236","قمول"
"237",""
"238","تورفانتورپان"
"239","امین مناره"
"240","مولانا عرش الدین مزار"
"241","کوچه"
"242","ساچىئه مدرسی"
"243","خانلیق مدرسه"
"244","عیدگاه مسجدھىيىتگاھ مەسچىتى"
"245","افاق خواجه مزار"
"246","التین مسجد"
"247",""
"248",""
"249",""
"250","هفت محمدانچهل تن"
"251","حضرت پیر"
"252",""
"253","ینگی رباط"
"254","مزار قطب العارفین"
"255",""
"256",""
"257",""
"258","محمد امین ایناق"
"259",""
"260",""
"261",""
"262",""
"263",""
"264",""
"265",""
"266",""
"267","مزار شریف"
"268",""
"269",""
"270",""
"271",""
"272","خارزم شاه"
"273","چشمه ایوب"
"274","خواجه زین الدین"
"275","مداحان"
"276","کوناتیر"
"277","ترکستانما ورا النهر"
"278","آق بلاق"
"279","مسجد قاسم خواجه"
"280","قتغان قوندوز"
"281",""
"282","مینگ خوقند"
"283",""
"284","یارد بدخشان"
"285","سلسلۀ تیمور هندوستان"
"286","سلسلۀ درانی افغانستان"
"287","امارت یعقوب بیگ"
"289","چهار بکر"
"290","عبد الله قوچقار"
"291","دهمه بهشتیان"
"292",""
"293",""
"294",""
"295",""
"296","مسجد کلان"
"297",""
"298","عبدالله خان"
"299","یعقوب بای خواجه"
"300","طاهر ایشان"
"301",""
"302","خواجه کلان"
"303","پاچچا قل مسجد"
"304",""
"305",""
"306",""
"307","مزار تاج الدین"
"308",""
"309","غجدوان"
"310","عبد الخالق غجدوانی"
"311","الوغ بیگ مدرسه"
"312",""
"313",""
"314",""
"315","خواجه پارسا مسجد"
"316","زندان"
"317",""
"318",""
"319","خواجه عارف ماهی تابان"
"320","خواجه محمود انجیر فغنوی"
"321","خوجه علی رامیتنی"
"322","خواجه بابا محمد سماسی"
"323",""
"324","قیز بیبی مزار"
"325","خانقاه نادر دیوان بیگی"
"326","پنجاب"
"327","سند"
"328","بلوچستان"
"329","جمون"
"330","ننگرهار"
"331","پتیالهبتاله"
"332","غزنیغزنه"
"333","مازندران"
"334","کوکنارخانه"
"335","کوکنار خانه"
"341","سرهند"
"342","خانقاه ساحبزاده"
"343","کلاباد"
"344","مدرسۀ کلاباد"
"345","شروان"
"346",""
"347","مسجد ازبکان"
"348",""
"349","ترشیز"
"351","حصار"
"352","اوبه"
"353","هرات"
"354","قبرستان شیخ جلال الدین"
"355","بلاد کیشولایت شهرسبز"
"356",""
"357","بنارس"
"358","ستارۀ ماه خاص"
"359","سید امیر کلال"
"360","اخبار خواجه"
"361","بالای حوض جامع مسجد"
"362","پای آستانه"
"363","ارگ"
"364","میر ابراهیم مسجد"
"365","دگرزی مسجدی"
"366","والده عبد العزیز خان مسجد"
"367","قراقل دروازه"
"368","تب بند مسجد"
"369","بها الدین نقشبند"
"370","تاتارستان"
"371","صنعاء‎‎"
"372","القاهرة‎‎"
"373","اق مسجدقىزىلوردا"
"374","مکران"
"375","مردسۀ عالیه"
"376","مینگ قشلاقسیاه کوه"
"377","صفوی"
"378","آلماتیآلماآتا"
"379",""
"380",""
"381",""
"382",""
"383","بلجوان"
"384",""
"385","کلکته"
"386","مزار شریف"
"387","بلخ"
"389","فاریاب"
"390","دوشنبه"
"391","عظیم آباد"
"392","شیراز"
"393","میر مدرسه"
"394","ده نو"
"395",""
"396",""
"397","خاروغ"
"398","تاج حاکم بیک"
"399","مدرسه خلیفه عمر بن عبد العزیز"
"400","تارا"
"401",""
"402",""
"403","خاناباد"
"404",""
"405",""
"406","حیدرآباد"
"407",""
"408",""
"409","کرمینه"
"411",""
"412",""
"413","هزار اسپ"
"500",""
"501",""
"502",""
"503",""
"504",""
"505",""
"506",""
"507",""
"508",""
"509",""
"510",""
"511",""
"512",""
"427",""
"428","بیشکند"
"429",""
"430",""
"431","خزار"
"432",""
"433",""
"434",""
"435",""
"436",""
"437",""
"438","ساری آسیا"
"439",""
"440",""
"442",""
"443",""
"444",""
"445","فیض آباد"
"446",""
"447","یاوان"
"448",""
"449","مؤمن‌آباد"
"450","خاوه لنگ"
"451","غرم"
"452","غرم"
"453","جرگه‌تال"
"454",""
"455","آب گرم"
"456",""
"457","کرکی"
"458",""
"800",""
"801",""
"802",""
"803","چیمکند"
"804",""
"806",""
"807",""
"808",""
"809",""
"810",""
"513",""
"514",""
"515",""
"517",""
"518",""
"519",""
"520",""
"522",""
"523",""
"525",""
"526",""
"527",""
"528",""
"529",""
"530",""
"531",""
"532",""
"533",""
"534",""
"535",""
"536",""
"537",""
"538",""
"539",""
"838",""
"839","گیلان"
"840",""
"841",""
"842",""
"843",""
"844",""
"845",""
"846",""
"847",""
"848",""
"849",""
"850",""
"851","شاودار"
"546",""
"547",""
"548",""
"549",""
"550",""
"551",""
"554",""
"555",""
"556",""
"557",""
"558",""
"559",""
"866",""
"867",""
"868",""
"869",""
"870","مزار خواجه احمد یسوی"
"871",""
"872",""
"873",""
"874",""
"875",""
"876","شیخ رنگریز"
"877","محمد قاسم"
"878","پادشاه خواجه"
"562",""
"563",""
"564",""
"565",""
"566",""
"567",""
"568",""
"569",""
"570",""
"571",""
"573",""
"574",""
"575",""
"577",""
"578",""
"579",""
"581",""
"582",""
"583",""
"584",""
"585",""
"586",""
"587",""
"588",""
"589",""
"590",""
"591",""
"592",""
"908","کوی مرغ کش"
"909","میرزا بی"
"910","الوانج"
"911","محلۀ کهنه"
"913","خواجه حلیمخواجه عبد الحلیم"
"600",""
"601",""
"602",""
"603",""
"918","اسلام"
"919","عربان"
"920","ترک جندی"
"921","قتلوق"
"922","شیخ شاه"
"923","ملا خاک راهپایان آبیهالای خورکان"
"924","پوستیندوزان"
"925","برکیان"
"927","آب روان"
"928","ترک جندیته پشته"
"929","محلۀ نو"
"930","محله امیر آباد"
"931","غریبیه"
"932","سرخسیان"
"933","صاحب زده"
"934",""
"935",""
"936","عبرت"
"937","شهر خان"
"938","شیرگیران"
"939",""
"940",""
"941",""
"942",""
"943",""
"944","تربت حیدریهتربت اسحاق خان"
"945",""
"946","بهار"
"947","بهار"
"948","مسجد عربانعبد الله سفید مونی"
"949","شمس آباد"
"950",""
"951","اتىراۋ"
"952",""
"953",""
"954",""
"955",""
"956",""
"957",""
"958","غولجا"
"959","آبادان‎"
"604","مزار خواجه بلگار"
"606","مزار ایشان پیر"
"608","خواجه کریمه"
"609",""
"610","میر مسعود"
"611",""
"612","سه سو"
"967","جویبار"
"968","اورگنجیان"
"969","پخته بافی"
"970","گذر خانقاه"
"971","پسته شکنانکلته خواجه"
"972","شاه ملیک"
"973","چقر"
"974","عبدالله خواجه"
"975","شهر نو"
"976","قاضی زاهد"
"977","جنفران"
"978","دستاربندان"
"979","جوی زر"
"980","چرمگران"
"981","چقور محله"
"982","ته چهار باغ"
"983","اوزبک خواجه"
"984","گذر وقف"
"985","حوض بلند"
"986",""
"987","سیف‌الدین باخرزی"
"988","چشمه ایوب"
"989","حاجی داروغه"
"990","ندر قورچی"
"991","ندر قورچی"
"992","شیشه خانه"
"993","ساروانان"
"6000","قل محمد حاجیحوض چوبین"
"6001","دورمن"
"6002","قالماققالماقان"
"6003","آق مسجد"
"6005","قبول اتا"
"6006","احمد داروغه"
"6007","احمد کنجک"
"6008","احمد کنجک"
"6009","مزار اسماعیل سامانی"
"6010","مدعا"
"6011","لنگ عرب"
"6013","زنده فیل احمد جامی"
"6014","دیوار پخسه"
"6015","تکیه"
"6016",""
"6017",""
"6018",""
"6019",""
"6020",""
"6021",""
"6022",""
"6023",""
"6024","طراز"
"6025",""
"6026",""
"6027",""
"6028",""
"6029","ترکستان"
"6030",""
"6031",""
"6032",""
"6033",""
"6035",""
"6036",""
"6038","ریگستان"
"6039","محمد پیک"
"6040","دروازۀ اوغلانچهار بقالی دروازۀ اوغلان"
"6041","خراطان"
"6042","قاضی فیضی"
"6043","شکسته بندان"
"6044","طبیبان"
"6045","میر جان علی"
"6046","اوروسان"
"6047","روحی"
"6048","پسته شکنان"
"6049","کابر رباط"
"6050","خاصه پولاد"
"6051","قاضی میر هاشمساغوتراشان"
"6052","میرزا غفورته ارکحافظ چنگی"
"6053","مهتر شاه بیک"
"6054","خواجه رافع"
"6055","والدۀ خان شهید"
"6056","پیکن"
"6057","قرغز آیم"
"6058","قرچیغی"
"6059","نظرچه"
"6060","مارکش"
"6061","صابونگرانعنایتخواجه"
"6062","اخته چی"
"6063","خواجه اسپ گردان"
"6064","عبد الله قوشبیگی"
"6065",""
"6066",""
"6067","مرده شویان"
"6068","پوستین دوزان"
"6069","مرده شویان"
"6070","میر قره چه"
"6071","اراک میسگری"
"6072","حضرت خضر"
"6073","حوض لیسک"
"6074","کوی خانقاه"
"6075","مسلمان اینگه"
"6076","مسجد بیستون"
"6077","محمد یار اتالیق"
"6078","صوفیان"
"6079","لب حوض ارباب"
"6080","خواجه اوبانیخواجه غریبان"
"6081","میانکالیان"
"6082","ضبیان"
"6083","کوی درخت"
"6085","گاوکشان"
"6086","گذر هی"
"6087","میرزا حیدر پایان"
"6088","مغاک کورپه"
"6089","میرزا قلی"
"6090","حمام کنجک"
"6091","صدیقیان"
"6093","زنگوله سازیسه سوق آخوند کلان"
"6094","تگبندبافان"
"6095","شهرستان"
"6096","دگریزی"
"6097","زبوده"
"6098","موی تابانماه تابان"
"6099","مغاک عطاری"
"6100","میر ابراهیمسر بازار کل فرهاد"
"6101","میرزا جان"
"6102","چاه زنجیر"
"6103","توپخانه"
"6104","رعد زده"
"6105","خواجه نظام الدین پایانحلالخوران"
"6106","خواجه نظام الدین بابا"
"6107","اسکندر خان"
"6108","عربانته زندانقوچقار قورچی"
"6109","حاجی رافع"
"6110","خواجه غایب"
"6111","جان قباد"
"6112","چهار شنبه قزاق"
"6113","استیموراطلمیش"
"6114","اسکندر خان"
"6115","بازار چوب"
"6116","قتغنقطغن"
"6117","بوریابافان"
"6118","زهتابیروغنگران"
"6119","شاه اخسی"
"6120","چوببازمیرزا جان چوبباز"
"6121","کارخانهنور آبادخواجه نور آباد"
"6122","کلاباد"
"6123","میخچه گران"
"6124","محمد پستک"
"6125","آی بیناق"
"6126","سعدکان"
"6127","پیس خانه"
"6128","کوچه باغ"
"6129","امام قاضی خان"
"6130","قاضی نور الدین"
"6131","امام محمد غزالیمیرزا جان قصاببازار نو"
"6132",""
"6133",""
"6134","چهل دختران"
"6135","غازیان خرد"
"6136","گربان چاکمیرزا بادع"
"6137",""
"6138","مسجد بلند"
"6139",""
"6140",""
"6141",""
"6142",""
"6143",""
"6144",""
"6145",""
"6146","طاق زرگران"
"6147","طاق تلپاک فروشان"
"6148",""
"6149","طاق تلپاک فروشان"
"6150","طاق صرافان"
"6151","مزار خواجه کعبان عابدکعب بن سعید العامری"
"6152","مزار شمس الدین محبوبی"
"6153","مزارات شرع آباد"
"6154","مزار محمدث محمد بن امحد المعروف بخواجه غنجاری"
"6155","ابو حفس کبیر"
"6156","خواجه فیض آباد"
"6157","امام ابو بکر محمد بن الفضل البخاری"
"6158","مزار سالار حج"
"6159","خواجه چهارشنبهتل حوض مقدام"
"6160","میرکان نوامیر صدر الدین خانقاه"
"6161",""
"6162","مسجد همدانی"
"6163",""
"6164","باقرغان"
"6165","حکیم اتا"
"6166","زنگی اتا"
"6167","هادی خواجه"
"6168","انگر اتا"
"6169","لنگر"
"6172","یوسف همدانی"
"6174","قاضی امام شعبی"
"6175","تل امام بکر حامد"
"6176","خواجه عبد الله برقی"
"6177","تل امام بکر ترخان"
"6178","دهقان سغدی"
"6179","مشهد صوفیان"
"6180","تل خواجه ابو حفص کبیر"
"6181","خواجه ابو حفص احمد بن حفص بن الزبرقان بن عبد الله بن البحر العجلی البخاری"
"6182","ابان بن عثمان"
"6183","مزارات ائمۀ صفاریه"
"6184","خاوند صدر الشریعه"
"6185","مقبره ائمۀ اسمعیل"
"6186","مقبرۀ ستاجیه"
"6187","خواجه الم نرسان"
"6188","گولکنڈہ"
"6189","چهار منار"
"6190","مکه مسجد"
"6191",""
"6192","فرخار"
"6193",""
"6194",""
"6195",""
"6196",""
"6197",""
"6198",""
"6199",""
"6200",""
"6201",""
"6202","دکنؤ"
"6203","اچلپور"
"6204",""
"6205",""
"6206",""
"6207",""
"6208",""
"6209","گلبرگهحسن آباد"
"6210","بیدار"
"6211","ورنگل"
"6212",""
"6213",""
"6214",""
"6215","کریم نگر"
"6216","عادل آباد"
"6217","میدکعادل آباد"
"6218","نظام آباد"
"6219","محبوب نگر"
"6220","تلگنڈه"
"6221","بیڑ"
"6222","ناندیڑ"
"6223","پربھنی"
"6224","راے چور"
"6225","عثمان آباد"
"6227",""
"6228",""
"6229",""
"6230",""
"6231",""
"6232",""
"6233",""
"6234",""
"6235",""
"6236",""
"6237","نلگندهنالگوندا"
"6239",""
"6240",""
"6241",""
"6242",""
"6243",""
"6244","چهار کوه"
"6245","اسفره"
"6246",""
"6247",""
"6248",""
"6250","چرخ"
"6251",""
"6252",""
"6253",""
"6254","کلابان"
"6255","عنایت خواجه"
"6256","اولیای غریب"
"6257","کمانگران"
"6258","مصلح الدین"
"6259","جلال آباد"
"6260","مزار حضرت ایوب"
"6261","ابو القاسم خان"
"6262","نرچق"
"6263","منصوره"
"6264","دیبل"
"6265","سیراف"
"6266","بوشهر‎"
"6267","بوشهر‎"
"6268","سورات"
"6269",""
"6270","مزار صوفی چويند"
"6271","مراغه‎"
"6272","باغچه کلان"
"6273","قصبه کان میخ"
"6274","المسجد النبوی"
"6275","المدرسه الصولتیه"
"6276",""
"6277","جامع سلطانی"
"6278","مدرسۀ چهار باغ"
"6279","مدرسۀ حسینیه"
